_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.05768756808421889, y=0.00790501781191003, z=0.14538768647486455)","geometry_msgs.msg.Vector3(x=0.003444229359113638, y=0.10049795424468042, z=0.020357505982635117)",1745570283323246114
"geometry_msgs.msg.Vector3(x=0.05772104077478336, y=0.008165162486742022, z=0.12749738426677054)","geometry_msgs.msg.Vector3(x=0.003062917114062167, y=0.10042837210344281, z=0.020460836881211402)",1745570283359586183
"geometry_msgs.msg.Vector3(x=0.05772104077478336, y=0.008165162486742022, z=0.12749738426677054)","geometry_msgs.msg.Vector3(x=0.003062917114062167, y=0.10042837210344281, z=0.020460836881211402)",1745570283389839976
"geometry_msgs.msg.Vector3(x=0.05736971699216068, y=0.006244004090917082, z=0.1490010876784475)","geometry_msgs.msg.Vector3(x=0.005647662073349, y=0.09971044763981658, z=0.019506797953230764)",1745570283424242309
"geometry_msgs.msg.Vector3(x=0.05736971699216068, y=0.006244004090917082, z=0.1490010876784475)","geometry_msgs.msg.Vector3(x=0.005647662073349, y=0.09971044763981658, z=0.019506797953230764)",1745570283456461410
"geometry_msgs.msg.Vector3(x=0.05770470149109538, y=0.00825602684473959, z=0.14053363827368853)","geometry_msgs.msg.Vector3(x=0.0028612636697427033, y=0.10003333025800393, z=0.020439109577126736)",1745570283489994403
"geometry_msgs.msg.Vector3(x=0.05767030301257156, y=0.008120674545338396, z=0.1274256780481986)","geometry_msgs.msg.Vector3(x=0.003017199062959457, y=0.09984531994499864, z=0.020350705421511166)",1745570283522615729
"geometry_msgs.msg.Vector3(x=0.05767030301257156, y=0.008120674545338396, z=0.1274256780481986)","geometry_msgs.msg.Vector3(x=0.003017199062959457, y=0.09984531994499864, z=0.020350705421511166)",1745570283558681862
"geometry_msgs.msg.Vector3(x=0.0575780029382135, y=0.007789048422894571, z=0.13850457136593364)","geometry_msgs.msg.Vector3(x=0.003385790148414591, y=0.09931918008165048, z=0.020124316608777226)",1745570283588044665
"geometry_msgs.msg.Vector3(x=0.05757459985618445, y=0.007854813341736808, z=0.13579665028111454)","geometry_msgs.msg.Vector3(x=0.003265595440676312, y=0.09917119076544194, z=0.02013001438925826)",1745570283619125700
