_linear,_angular,timestamp
"geometry_msgs.msg.Vector3(x=0.7785652353389793, y=-0.1314332296640066, z=-0.008852210535495769)","geometry_msgs.msg.Vector3(x=-0.013603173028751732, y=0.024787408763929424, z=-0.06714956373912104)",1745575495118697008
"geometry_msgs.msg.Vector3(x=1.2662251300432938, y=-0.12838623970695237, z=-0.007658145146722436)","geometry_msgs.msg.Vector3(x=-0.013905822559815581, y=0.024799341785510968, z=-0.06839563689889328)",1745575495150441217
"geometry_msgs.msg.Vector3(x=1.2662251300432938, y=-0.12838623970695237, z=-0.007658145146722436)","geometry_msgs.msg.Vector3(x=-0.013905822559815581, y=0.024799341785510968, z=-0.06839563689889328)",1745575495184360351
"geometry_msgs.msg.Vector3(x=0.8465122015701735, y=-0.12913848380567383, z=-0.010732040171286572)","geometry_msgs.msg.Vector3(x=-0.013196358526347816, y=0.02659542417391045, z=-0.06631270056178107)",1745575495226256955
"geometry_msgs.msg.Vector3(x=433012.57070205925, y=-0.12852933598905553, z=-0.006496998054434716)","geometry_msgs.msg.Vector3(x=-0.014168017767945046, y=0.023941146614874537, z=-0.06907609515111346)",1745575495248952940
"geometry_msgs.msg.Vector3(x=433012.570378571, y=-0.1335903880599264, z=-0.01420736020175538)","geometry_msgs.msg.Vector3(x=-0.012298991277741577, y=0.02691949039811075, z=-0.06278319857365827)",1745575495280597929
"geometry_msgs.msg.Vector3(x=433012.570378571, y=-0.1335903880599264, z=-0.01420736020175538)","geometry_msgs.msg.Vector3(x=-0.012298991277741577, y=0.02691949039811075, z=-0.06278319857365827)",1745575495313064952
"geometry_msgs.msg.Vector3(x=433012.5715741677, y=-0.1439268379634411, z=-0.006427160715370518)","geometry_msgs.msg.Vector3(x=-0.01371262821531066, y=0.019548363625183827, z=-0.06519110254820477)",1745575495346082047
"geometry_msgs.msg.Vector3(x=433012.5725091761, y=-0.15199796092321702, z=-0.002367021895993357)","geometry_msgs.msg.Vector3(x=-0.013907786325556995, y=0.014386408450824034, z=-0.06361936584793208)",1745575495378124899
"geometry_msgs.msg.Vector3(x=433012.5725091761, y=-0.15199796092321702, z=-0.002367021895993357)","geometry_msgs.msg.Vector3(x=-0.013907786325556995, y=0.014386408450824034, z=-0.06361936584793208)",1745575495411831635
"geometry_msgs.msg.Vector3(x=433012.5733737946, y=-0.15638949634601196, z=0.00012440778609525865)","geometry_msgs.msg.Vector3(x=-0.013286150137685204, y=0.010143981710431378, z=-0.05912199441332224)",1745575495444311144
"geometry_msgs.msg.Vector3(x=433012.57071488554, y=-0.13760856542610478, z=-0.016600670283118582)","geometry_msgs.msg.Vector3(x=-0.011447758335038229, y=0.025672686690764474, z=-0.058721054627670126)",1745575495478103717
